번호,지역,기관명,지구
2161,대덕,주식회사 더피치,2지구
2162,대덕,주식회사 동인,2지구
2163,대덕,주식회사 동진제약,2지구
2164,대덕,주식회사 드림솔루션,2지구
2165,대덕,주식회사 드림즈,2지구
2166,대덕,주식회사 디에이치케이,2지구
2167,대덕,주식회사 디케이씨엔이,2지구
2168,대덕,주식회사 디타스,2지구
2169,대덕,주식회사 딥인스펙션,2지구
2170,대덕,주식회사 라드솔,2지구
2171,대덕,주식회사 라움시스템,2지구
2172,대덕,주식회사 라이크잇,2지구
2173,대덕,주식회사 루스테크,2지구
2174,대덕,주식회사 리맵,2지구
2175,대덕,주식회사 리메드,2지구
2176,대덕,주식회사 리에코텍,2지구
2177,대덕,주식회사 리윤바이오,2지구
2178,대덕,주식회사 린솔,2지구
2179,대덕,주식회사 링커블테크놀러지,2지구
2180,대덕,주식회사 만수,2지구
2181,대덕,주식회사 메디젝스,2지구
2182,대덕,주식회사 메이커스엔솔루션즈,2지구
2183,대덕,주식회사 메카시스,2지구
2184,대덕,주식회사 명광,2지구
2185,대덕,주식회사 모비텍,2지구
2186,대덕,주식회사 무브투,2지구
2187,대덕,주식회사 무진산업,2지구
2188,대덕,주식회사 미네월드,2지구
2189,대덕,주식회사 미오내츄럴,2지구
2190,대덕,주식회사 민트로봇,2지구
2191,대덕,주식회사 밀알,2지구
2192,대덕,주식회사 바이오뷰티사이언스,2지구
2193,대덕,주식회사 바이오오케스트라,2지구
2194,대덕,주식회사 바임,2지구
2195,대덕,주식회사 블리스라이프텍,2지구
2196,대덕,주식회사 비즈에이앤씨,2지구
2197,대덕,주식회사 삼광레이저,2지구
2198,대덕,주식회사 새움산업개발,2지구
2199,대덕,주식회사 서강이엔지,2지구
2200,대덕,주식회사 서진인프라웨어,2지구
2201,대덕,주식회사 세계로이엔지,2지구
2202,대덕,주식회사 세연이엔에스,2지구
2203,대덕,주식회사 세이가,2지구
2204,대덕,주식회사 솔텍,2지구
2205,대덕,주식회사 쉘파스페이스,2지구
2206,대덕,주식회사 스마트솔루션,2지구
2207,대덕,주식회사 스마트프로,2지구
2208,대덕,주식회사 스카이텍,2지구
2209,대덕,주식회사 스톰,2지구
2210,대덕,주식회사 스파시움로보틱스,2지구
2211,대덕,주식회사 신한에스티,2지구
2212,대덕,주식회사 쏠그리드,2지구
2213,대덕,주식회사 씨앤캠,2지구
2214,대덕,주식회사 씨앤테크,2지구
2215,대덕,주식회사 씨앰지,2지구
2216,대덕,주식회사 씨에이씨,2지구
2217,대덕,주식회사 씨이텍,2지구
2218,대덕,주식회사 씨티바이오,2지구
2219,대덕,주식회사 아미크론 대전지점,2지구
2220,대덕,주식회사 아바스,2지구
2221,대덕,주식회사 아스텍,2지구
2222,대덕,주식회사 아이넴,2지구
2223,대덕,주식회사 아이뉴옵틱스,2지구
2224,대덕,주식회사 아이디케이,2지구
2225,대덕,주식회사 아이베스트,2지구
2226,대덕,주식회사 아이씨에스,2지구
2227,대덕,주식회사 아이자랩,2지구
2228,대덕,주식회사 아이티유,2지구
2229,대덕,주식회사 아이팝,2지구
2230,대덕,주식회사 아이패턴,2지구
2231,대덕,주식회사 아이피엠에스,2지구
2232,대덕,주식회사 알엔에스,2지구
2233,대덕,주식회사 애자일소프트웨어,2지구
2234,대덕,주식회사 액트알엠티,2지구
2235,대덕,주식회사 앰진,2지구
2236,대덕,주식회사 어네스트,2지구
2237,대덕,주식회사 업테이크,2지구
2238,대덕,주식회사 에덴크리처,2지구
2239,대덕,주식회사 에스엘에스탑,2지구
2240,대덕,주식회사 에스케이씨바이오텍,2지구
2241,대덕,주식회사 에스티씨,2지구
2242,대덕,주식회사 에스티에이블,2지구
2243,대덕,주식회사 에이리스,2지구
2244,대덕,주식회사 에이미라클,2지구
2245,대덕,주식회사 에이아이솔루션즈,2지구
2246,대덕,주식회사 에이치엔이,2지구
2247,대덕,주식회사 에이치투,2지구
2248,대덕,주식회사 에이치포테크,2지구
2249,대덕,주식회사 에이큐,2지구
2250,대덕,주식회사 에이플,2지구
2251,대덕,주식회사 에코엔텍,2지구
2252,대덕,주식회사 엑셀텍,2지구
2253,대덕,주식회사 엔비코어,2지구
2254,대덕,주식회사 엔텍하우스,2지구
2255,대덕,주식회사 엔하이텍,2지구
2256,대덕,주식회사 엘그린텍,2지구
2257,대덕,주식회사 엠브이아이,2지구
2258,대덕,주식회사 엠씨티,2지구
2259,대덕,주식회사 엠피텍,2지구
2260,대덕,주식회사 오믹스바이오텍,2지구
2261,대덕,주식회사 와이더,2지구
2262,대덕,주식회사 와이즈컨,2지구
2263,대덕,주식회사 와이파인텍,2지구
2264,대덕,주식회사 우레,2지구
2265,대덕,주식회사 위즈에스,2지구
2266,대덕,주식회사 위캡,2지구
2267,대덕,주식회사 위티브,2지구
2268,대덕,주식회사 유뱃,2지구
2269,대덕,주식회사 유비프로틴,2지구
2270,대덕,주식회사 유에스케이,2지구
2271,대덕,주식회사 유일방재산업,2지구
2272,대덕,주식회사 은송,2지구
2273,대덕,주식회사 이솔루션,2지구
2274,대덕,주식회사 이지터치솔루션,2지구
2275,대덕,주식회사 이지티,2지구
2276,대덕,주식회사 인공지능팩토리,2지구
2277,대덕,주식회사 인소프트,2지구
2278,대덕,주식회사 인엘씨테크놀러지,2지구
2279,대덕,주식회사 인프리즘,2지구
2280,대덕,주식회사 일리아스바이오로직스,2지구
2281,대덕,주식회사 정석엔지니어링,2지구
2282,대덕,주식회사 제니어,2지구
2283,대덕,주식회사 제이몬,2지구
2284,대덕,주식회사 제이비케이랩,2지구
2285,대덕,주식회사 지메드,2지구
2286,대덕,주식회사 지스코환경에너지연구소,2지구
2287,대덕,주식회사 지오에이치텍,2지구
2288,대덕,주식회사 지오텍,2지구
2289,대덕,주식회사 진흥이엔지,2지구
2290,대덕,주식회사 첨단,2지구
2291,대덕,주식회사 청아케미칼,2지구
2292,대덕,주식회사 케이앤더블유,2지구
2293,대덕,주식회사 케이앤와이,2지구
2294,대덕,주식회사 케이앤피,2지구
2295,대덕,주식회사 케이엠디바이오,2지구
2296,대덕,주식회사 케이엠티,2지구
2297,대덕,주식회사 코드브이,2지구
2298,대덕,주식회사 코드제이,2지구
2299,대덕,주식회사 퀀텀캣,2지구
2300,대덕,주식회사 키노,2지구
2301,대덕,주식회사 테라에프에이,2지구
2302,대덕,주식회사 테라테크노스,2지구
2303,대덕,주식회사 티에프,2지구
2304,대덕,주식회사 티엔아이,2지구
2305,대덕,주식회사 티이엔지,2지구
2306,대덕,주식회사 팀사이언스,2지구
2307,대덕,주식회사 파워닉스,2지구
2308,대덕,주식회사 파이칩스,2지구
2309,대덕,주식회사 파이프레이저센타,2지구
2310,대덕,주식회사 팜인,2지구
2311,대덕,주식회사 팡퍼니,2지구
2312,대덕,주식회사 펌스터,2지구
2313,대덕,주식회사 포휴먼테크,2지구
2314,대덕,주식회사 풍산,2지구
2315,대덕,주식회사 퓨처앤텍,2지구
2316,대덕,주식회사 프랙사이,2지구
2317,대덕,주식회사 플레이솔루션,2지구
2318,대덕,주식회사 플로우컴스,2지구
2319,대덕,주식회사 피델,2지구
2320,대덕,주식회사 피에스코,2지구
2321,대덕,주식회사 필로스,2지구
2322,대덕,주식회사 필로텍,2지구
2323,대덕,주식회사 하나자산신탁,2지구
2324,대덕,주식회사 하온전기,2지구
2325,대덕,주식회사 한국원자력로봇,2지구
2326,대덕,주식회사 한발,2지구
2327,대덕,주식회사 한밭이엔씨,2지구
2328,대덕,주식회사기흥금속,2지구
2329,대덕,주식회사대덕전력에너지,2지구
2330,대덕,주식회사대림비젼,2지구
2331,대덕,주식회사로보볼트,2지구
2332,대덕,주식회사브이스페이스,2지구
2333,대덕,주식회사삼영정보,2지구
2334,대덕,주식회사서강통신,2지구
2335,대덕,주식회사서스테이너블스,2지구
2336,대덕,주식회사서호엔지니어링,2지구
2337,대덕,주식회사수만,2지구
2338,대덕,주식회사스펙,2지구
2339,대덕,주식회사아로젠바이오,2지구
2340,대덕,주식회사알지티,2지구
2341,대덕,주식회사알피지랩,2지구
2342,대덕,주식회사에네스지,2지구
2343,대덕,주식회사에이치디엠,2지구
2344,대덕,주식회사에코씽,2지구
2345,대덕,주식회사엔에이시스템,2지구
2346,대덕,주식회사엠바디텍,2지구
2347,대덕,주식회사엠엔씨엔지니어링,2지구
2348,대덕,주식회사와이오텍,2지구
2349,대덕,주식회사유니오텍,2지구
2350,대덕,주식회사유로핀즈우솔,2지구
2351,대덕,주식회사이노티엠,2지구
2352,대덕,주식회사이레이앤씨,2지구
2353,대덕,주식회사인챌,2지구
2354,대덕,주식회사인터텍,2지구
2355,대덕,주식회사제이비시스템,2지구
2356,대덕,주식회사좋은소리,2지구
2357,대덕,주식회사케이엘에스솔루션,2지구
2358,대덕,주식회사코어,2지구
2359,대덕,주식회사크럭셀,2지구
2360,대덕,주식회사테크노블루,2지구
2361,대덕,주식회사토브텍,2지구
2362,대덕,주식회사포이,2지구
2363,대덕,주식회사퓨어시스,2지구
2364,대덕,주식회사하이엔드,2지구
2365,대덕,주신산업 주식회사,2지구
2366,대덕,주연정공,2지구
2367,대덕,준솔루텍,2지구
2368,대덕,중부유화,2지구
2369,대덕,중부탱크기술,2지구
2370,대덕,중앙통신(주),2지구
2371,대덕,지메디텍,2지구
2372,대덕,지솔루션,2지구
2373,대덕,지솔코퍼레이션 주식회사,2지구
2374,대덕,지안건설,2지구
2375,대덕,지앤비,2지구
2376,대덕,지앤비쏠라 주식회사,2지구
2377,대덕,지에스나노셀,2지구
2378,대덕,지에스에스,2지구
2379,대덕,지에스엘텍,2지구
2380,대덕,지에스이하이테크(주),2지구
2381,대덕,지에이치바이오(주),2지구
2382,대덕,지에프테크놀로지,2지구
2383,대덕,지엔지나노텍,2지구
2384,대덕,지엔테크,2지구
2385,대덕,지오드,2지구
2386,대덕,지와이에너지(주),2지구
2387,대덕,지우광기술,2지구
2388,대덕,지우기술,2지구
2389,대덕,지의소프트(주),2지구
2390,대덕,지현조각,2지구
2391,대덕,지현테크,2지구
2392,대덕,진메디케어,2지구
2393,대덕,진성,2지구
2394,대덕,진특수ENG,2지구
2395,대덕,진프로밍,2지구
2396,대덕,진흥정밀공업사,2지구
2397,대덕,집스타일,2지구
2398,대덕,참기술,2지구
2399,대덕,창연,2지구
2400,대덕,채움,2지구
2401,대덕,천지인,2지구
2402,대덕,철과사람,2지구
2403,대덕,청디자인,2지구
2404,대덕,청호산업(주),2지구
2405,대덕,초록무지개,2지구
2406,대덕,충남대학교,2지구
2407,대덕,충청서비스센터,2지구
2408,대덕,측정기술원,2지구
2409,대덕,카리스,2지구
2410,대덕,카본에너지,2지구
2411,대덕,카본코 피티이엘티디(영업소),2지구
2412,대덕,카스기계상사,2지구
2413,대덕,카오스㈜,2지구
2414,대덕,카피페이스트,2지구
2415,대덕,칼리시,2지구
2416,대덕,컨트롤에프,2지구
2417,대덕,컴퓨메딕스 코리아,2지구
2418,대덕,케이.에이.티.(주),2지구
2419,대덕,케이디조인,2지구
2420,대덕,케이랩주식회사,2지구
2421,대덕,케이맥(주),2지구
2422,대덕,케이아이피,2지구
2423,대덕,케이앤제이(KNJ)엔지니어링,2지구
2424,대덕,케이앤제이엔지니어링주식회사,2지구
2425,대덕,케이에스친환경연구소,2지구
2426,대덕,케이엘이에스(주),2지구
2427,대덕,케이제이테크,2지구
2428,대덕,케이제이테크,2지구
2429,대덕,케이테크,2지구
2430,대덕,케이피씨주식회사,2지구
2431,대덕,코네쥬얼리,2지구
2432,대덕,코닝나노프로텍주식회사,2지구
2433,대덕,코드랩,2지구
2434,대덕,코리아 BNC,2지구
2435,대덕,코리아인스트루먼트(주),2지구
2436,대덕,코리아테스팅(주),2지구
2437,대덕,코미텍(주),2지구
2438,대덕,코스텍주식회사,2지구
2439,대덕,코아글림(주),2지구
2440,대덕,코이코 주식회사,2지구
2441,대덕,코코넛필터 주식회사,2지구
2442,대덕,코코아,2지구
2443,대덕,콜마비앤에이치㈜,2지구
2444,대덕,콤스텍주식회사,2지구
2445,대덕,퀘스트하우스,2지구
2446,대덕,큐리온텍,2지구
2447,대덕,큐텍코리아,2지구
2448,대덕,클로버소프,2지구
2449,대덕,클릭시스템,2지구
2450,대덕,클린비,2지구
2451,대덕,탑알앤디주식회사,2지구
2452,대덕,태성에스엔이,2지구
2453,대덕,태신티앤에스(주),2지구
2454,대덕,태영화성,2지구
2455,대덕,태호정밀,2지구
2456,대덕,테크노솔루션,2지구
2457,대덕,테크노자동차정비,2지구
2458,대덕,테크노자동차정비(구:나라자동차종합정비공장),2지구
2459,대덕,테크디자인,2지구
2460,대덕,텔레픽스(주),2지구
2461,대덕,토탈아이지,2지구
2462,대덕,투썬,2지구
2463,대덕,투인테크,2지구
2464,대덕,트루플러스,2지구
2465,대덕,트루플러스(주),2지구
2466,대덕,트리카이져LED,2지구
2467,대덕,티 시스템,2지구
2468,대덕,티아나,2지구
2469,대덕,티엔글로벌,2지구
2470,대덕,티옵틱스,2지구
2471,대덕,파도이엔지,2지구
2472,대덕,파워켐텍(주),2지구
2473,대덕,파워테크,2지구
2474,대덕,파워플랜트(주),2지구
2475,대덕,파이브핑거시스템,2지구
2476,대덕,팔수,2지구
2477,대덕,퍼스텍 주식회사,2지구
2478,대덕,포스랩,2지구
2479,대덕,포스트마이크로(주),2지구
2480,대덕,풍산기술연구원,2지구
2481,대덕,퓨처젠,2지구
2482,대덕,퓨쳐이엔지(주),2지구
2483,대덕,프로넥스,2지구
2484,대덕,프로메이트,2지구
2485,대덕,프로윈,2지구
2486,대덕,프리시젼바이오(주),2지구
2487,대덕,플러그인랩,2지구
2488,대덕,플로텍,2지구
2489,대덕,피비앤씨,2지구
2490,대덕,피앤씨(주)10.03.22폐쇄,2지구
2491,대덕,피에스비테크,2지구
2492,대덕,피에스에스(주),2지구
2493,대덕,피엘코리아(PL Korea),2지구
2494,대덕,피케이전자,2지구
2495,대덕,피토나인,2지구
2496,대덕,피플코리아치과기공소,2지구
2497,대덕,하나로테크,2지구
2498,대덕,하나마이크로㈜,2지구
2499,대덕,하나유테크(주),2지구
2500,대덕,하노스(주),2지구
2501,대덕,하늘터기,2지구
2502,대덕,하람이앤티,2지구
2503,대덕,하모닉스,2지구
2504,대덕,하이드로솔루션,2지구
2505,대덕,하이문화재케어,2지구
2506,대덕,하이시스템,2지구
2507,대덕,하이실,2지구
2508,대덕,하이터치,2지구
2509,대덕,학교법인 배재학당,2지구
2510,대덕,학교법인 배재학당,2지구
2511,대덕,학교법인 함주학원 한서대학교,2지구
2512,대덕,한국건설생활환경시험,2지구
2513,대덕,한국메카,2지구
2514,대덕,한국신뢰성기술센터,2지구
2515,대덕,한국에어로(주),2지구
2516,대덕,한국에어로(주),2지구
2517,대덕,한국엔텍,2지구
2518,대덕,한국원자력기술(주),2지구
2519,대덕,한국원자로감시기술(주),2지구
2520,대덕,한국절연유시험원 주식회사,2지구
2521,대덕,한국정공,2지구
2522,대덕,한국제조기술,2지구
2523,대덕,한국조폐공사ID본부,2지구
2524,대덕,한국타피(주),2지구
2525,대덕,한국환경분석연구소(주),2지구
2526,대덕,한남엔지니어링,2지구
2527,대덕,한노텍(주),2지구
2528,대덕,한뫼정공,2지구
2529,대덕,한밭대학교,2지구
2530,대덕,한백과학,2지구
2531,대덕,한빛태양광발전소5호,2지구
2532,대덕,한성엔지니어링,2지구
2533,대덕,한성인더스트리,2지구
2534,대덕,한스바이오메드㈜,2지구
2535,대덕,한신정보기술,2지구
2536,대덕,한아에코와이드(주),2지구
2537,대덕,한양네비콤(주),2지구
2538,대덕,한영산업,2지구
2539,대덕,한올제약(주),2지구
2540,대덕,한울생명과학(주),2지구
2541,대덕,한일공조냉동,2지구
2542,대덕,한일원자력(주),2지구
2543,대덕,한일통신합자회사,2지구
2544,대덕,한진텍슨,2지구
2545,대덕,한텍,2지구
2546,대덕,한화통신주식회사,2지구
2547,대덕,해강엔지니어링,2지구
2548,대덕,해성전기(주),2지구
2549,대덕,해조자원,2지구
2550,대덕,해피코스,2지구
2551,대덕,헤리콘,2지구
2552,대덕,헤브론,2지구
2553,대덕,현대소프트웨어,2지구
2554,대덕,현대정보기술(주),2지구
2555,대덕,현대테크,2지구
2556,대덕,형제스틸ENG,2지구
2557,대덕,호감테크놀로지(주),2지구
2558,대덕,호산인터내셔널,2지구
2559,대덕,홍덕산업(주),2지구
2560,대덕,홍덕산업(주),2지구
2561,대덕,화성테크,2지구
2562,대덕,환경보전협회,2지구
2563,대덕,휠러스(주),2지구
2564,대덕,휴켐브레인 주식회사,2지구
2565,대덕,휴텍앤,2지구
2566,대덕,히오키코리아(주),2지구
2567,대덕,(주)개마텍,3지구
2568,대덕,(주)금강에스텍,3지구
2569,대덕,(주)나노시스템,3지구
2570,대덕,(주)넥스컴스,3지구
2571,대덕,(주)답스,3지구
2572,대덕,(주)두성기술,3지구
2573,대덕,(주)디엔에프,3지구
2574,대덕,(주)리가스,3지구
2575,대덕,(주)벡스,3지구
2576,대덕,(주)상상이룸,3지구
2577,대덕,(주)에스앤텍대전지점,3지구
2578,대덕,(주)엑스골프,3지구
2579,대덕,(주)엠아이티코리아,3지구
2580,대덕,(주)엠엘텍,3지구
2581,대덕,(주)일성테크,3지구
2582,대덕,(주)정기계,3지구
2583,대덕,(주)태한,3지구
2584,대덕,(주)태현,3지구
2585,대덕,(주)한켐,3지구
2586,대덕,(주)해빛에너지,3지구
2587,대덕,㈜거산정보통신,3지구
2588,대덕,동양씨앤에이(주),3지구
2589,대덕,마이크로에스엔브이콘트롤(주),3지구
2590,대덕,메카텍,3지구
2591,대덕,명성공업(주),3지구
2592,대덕,샘플온,3지구
2593,대덕,스트로마그코리아(주),3지구
2594,대덕,씨에어(주),3지구
2595,대덕,엔알피코리아,3지구
2596,대덕,오일기어코리아(주),3지구
2597,대덕,이엘케이(주),3지구
2598,대덕,주식회사 지오필테크,3지구
2599,대덕,주영정보통신(주),3지구
2600,대덕,한국벨트서비스,3지구
2601,대덕,한빛이디에스(주),3지구
2602,대덕,한소주식회사,3지구
2603,대덕,(유)대한중공업,4지구
2604,대덕,(주)EG,4지구
2605,대덕,(주)IPTC,4지구
2606,대덕,(주)경원알미늄,4지구
2607,대덕,(주)과학기술분석센타,4지구
2608,대덕,(주)나노하이테크,4지구
2609,대덕,(주)뉴클리어엔지니어링,4지구
2610,대덕,(주)다원시스,4지구
2611,대덕,(주)대덕분석기술연구원,4지구
2612,대덕,(주)대영에스텍,4지구
2613,대덕,(주)동양기술,4지구
2614,대덕,(주)디씨엔,4지구
2615,대덕,(주)라컴텍,4지구
2616,대덕,(주)레스텍,4지구
2617,대덕,(주)루벤틱스에이디엠,4지구
2618,대덕,(주)리가켐바이오사이언스,4지구
2619,대덕,(주)리베스트,4지구
2620,대덕,(주)리폼테크,4지구
2621,대덕,(주)메타비즈,4지구
2622,대덕,(주)모아,4지구
2623,대덕,(주)모아이에스,4지구
2624,대덕,(주)목우연구소,4지구
2625,대덕,(주)미소정보기술,4지구
2626,대덕,(주)민테크,4지구
2627,대덕,(주)바이탈스,4지구
2628,대덕,(주)백상,4지구
2629,대덕,(주)삼영검사엔지니어링,4지구
2630,대덕,(주)세이퍼존,4지구
2631,대덕,(주)스마트코리아,4지구
2632,대덕,(주)스탠더드시험연구소,4지구
2633,대덕,(주)신테카바이오,4지구
2634,대덕,(주)쎄트렉아이,4지구
2635,대덕,(주)쓰리디머티리얼즈,4지구
2636,대덕,(주)씨에이치씨 바이오텍,4지구
2637,대덕,(주)씨에이치씨랩,4지구
2638,대덕,(주)씨엠씨코리아,4지구
2639,대덕,(주)아름덴티스트리,4지구
2640,대덕,(주)아이비젼웍스,4지구
2641,대덕,(주)알테오젠,4지구
2642,대덕,(주)알피에스,4지구
2643,대덕,(주)에그텍,4지구
2644,대덕,(주)에버,4지구
2645,대덕,(주)에스알,4지구
2646,대덕,(주)에스엔,4지구
2647,대덕,(주)에스엠텍 ,4지구
2648,대덕,(주)에스제이신소재,4지구
2649,대덕,(주)에이멕,4지구
2650,대덕,(주)에이스바이옴,4지구
2651,대덕,(주)에이투엠,4지구
2652,대덕,(주)에프씨피,4지구
2653,대덕,(주)엘투케이,4지구
2654,대덕,(주)이노웍스,4지구
2655,대덕,(주)이앤에스헬스케어,4지구
2656,대덕,(주)이프랜트,4지구
2657,대덕,(주)인코스팜,4지구
2658,대덕,(주)제이엔디,4지구
2659,대덕,(주)제이엘텍코퍼레이션,4지구
2660,대덕,(주)지노믹트리,4지구
2661,대덕,(주)지티사이언,4지구
2662,대덕,(주)진솔터보기계,4지구
2663,대덕,(주)차메디텍,4지구
2664,대덕,(주)커미조아-탑립동 914,4지구
2665,대덕,(주)케이벨,4지구
2666,대덕,(주)큐토프,4지구
2667,대덕,(주)텍코드,4지구
2668,대덕,(주)파워이십일,4지구
2669,대덕,(주)피레타,4지구
2670,대덕,(주)한국이엔지,4지구
2671,대덕,(주)휴랩,4지구
2672,대덕,㈜이스트포토닉스,4지구
2673,대덕,기초과학연구원,4지구
2674,대덕,나노팀 주식회사,4지구
2675,대덕,대전광역시청,4지구
2676,대덕,대전광역시청,4지구
2677,대덕,대전테크노파크,4지구
2678,대덕,대하테크원(주),4지구
2679,대덕,로츠,4지구
2680,대덕,머크 주식회사,4지구
2681,대덕,바램시스템,4지구
2682,대덕,밥스주식회사,4지구
2683,대덕,브이앤씨테크(주),4지구
2684,대덕,블루케미칼,4지구
2685,대덕,비욘드바이오(주),4지구
2686,대덕,상원엔지니어링(주),4지구
2687,대덕,스마트 엔지니어링,4지구
2688,대덕,아이작리서치 (주),4지구
2689,대덕,아트원주식회사,4지구
2690,대덕,앤스코(주),4지구
2691,대덕,에이유브이랩,4지구
2692,대덕,에이치엘비(주) 헬스케어,4지구
2693,대덕,에이티비,4지구
2694,대덕,영남강철(주),4지구
2695,대덕,위드비웰(주),4지구
2696,대덕,위텍코퍼레이션(주),4지구
2697,대덕,유온로보틱스,4지구
2698,대덕,이오아이알(주),4지구
2699,대덕,주식회사 씨피코스메틱,4지구
2700,대덕,주식회사 에르코스 농업회사법인,4지구
2701,대덕,주식회사 위스팩,4지구
2702,대덕,주식회사 유피세미콘,4지구
2703,대덕,주식회사 제이제이엔에스,4지구
2704,대덕,주식회사 지스,4지구
2705,대덕,주식회사 충투에너지,4지구
2706,대덕,주식회사 큐로셀,4지구
2707,대덕,주식회사 테라웍스,4지구
2708,대덕,주식회사아이온큐브,4지구
2709,대덕,주식회사피에이치에스,4지구
2710,대덕,충남대학교,4지구
2711,대덕,티에스하이텍,4지구
2712,대덕,피엔피에너지텍주식회사,4지구
2713,대덕,한국에스엠씨 주식회사,4지구
2714,대덕,한국전자통신연구원 부설 국가보안기술연구소,4지구
2715,대덕,한일통신(주),4지구
2716,대덕,한전KPS,4지구
2717,대덕,휴론텍(주),4지구
2718,대덕,휴비스트제약,4지구
2719,대덕,(주)한화(스페셜티케미칼연구센터),5지구
2720,대덕,국방과학연구소,5지구
2721,대덕,주식회사 에이디디보안환경관리단,5지구
2722,대덕,주식회사 코리아 디펜스 인더스트리,5지구
2723,대덕,한화시스템(주),5지구
2724,대덕,한화에어로스페이스(주),5지구
2725,광주,(유)세레스,첨단1지구
2726,광주,(주)비다랩스,첨단1지구
2727,광주,(주)아이비디,첨단1지구
2728,광주,(주)에스오에스랩,첨단1지구
2729,광주,(주)엑서랩스,첨단1지구
2730,광주,(주)엘디스,첨단1지구
2731,광주,(주)엠케이산업,첨단1지구
2732,광주,(주)엠티펙스,첨단1지구
2733,광주,(주)옵텔라,첨단1지구
2734,광주,(주)와이텔포토닉스,첨단1지구
2735,광주,(주)유니즈소프트,첨단1지구
2736,광주,(주)제이엔에스,첨단1지구
2737,광주,(주)지민테크,첨단1지구
2738,광주,가도테크,첨단1지구
2739,광주,광주과학기술원,첨단1지구
2740,광주,국립광주과학관,첨단1지구
2741,광주,농업회사법인 주식회사 스마트아크,첨단1지구
2742,광주,루메닉스 주식회사,첨단1지구
2743,광주,리버밴스 주식회사,첨단1지구
2744,광주,방어시식단,첨단1지구
2745,광주,부경,첨단1지구
2746,광주,에코번코리아 주식회사,첨단1지구
2747,광주,이글이비전,첨단1지구
2748,광주,이노디테크 주식회사,첨단1지구
2749,광주,인셀주식회사,첨단1지구
2750,광주,정린네 주식회사,첨단1지구
2751,광주,제노테크 주식회사,첨단1지구
2752,광주,주)퓨리파이테크노,첨단1지구
2753,광주,주식회사 메가웍스,첨단1지구
2754,광주,주식회사 시고르자브종 ,첨단1지구
2755,광주,주식회사 에스디테크,첨단1지구
2756,광주,주식회사 이글이비전,첨단1지구
2757,광주,주식회사 이노셉 ,첨단1지구
2758,광주,주식회사 지아이랩,첨단1지구
2759,광주,주식회사 코셋,첨단1지구
2760,광주,주식회사 티이,첨단1지구
2761,광주,피스바이오 주식회사,첨단1지구
2762,광주,(주)동행정공,첨단2지구
2763,광주,성진정공,첨단2지구
2764,광주,(주)스위치온,첨단3지구
2765,광주,(주)이삭에너지,첨단3지구
2766,광주,스마트라이팅주식회사,첨단3지구
2767,광주,주식회사 나노바이오시스템,첨단3지구
2768,광주,주식회사 제이투모로우원,첨단3지구
2769,광주,파인디씨피에프브이 주식회사,첨단3지구
2770,광주,(유)대경산업,나노지구
2771,광주,(유)삼인정보,나노지구
2772,광주,(유)제이티솔루션,나노지구
2773,광주,(재)전남바이오진흥원 나노바이오연구센터,나노지구
2774,광주,(주) 거송기업,나노지구
2775,광주,(주)가야산업개발,나노지구
2776,광주,(주)거도,나노지구
2777,광주,(주)광성물류센터,나노지구
2778,광주,(주)구성이엔씨,나노지구
2779,광주,(주)금강정밀,나노지구
2780,광주,(주)기성산업,나노지구
2781,광주,(주)길흥이엔지,나노지구
2782,광주,(주)네폐쉬,나노지구
2783,광주,(주)다나메디컬,나노지구
2784,광주,(주)다온알에스,나노지구
2785,광주,(주)대성화학,나노지구
2786,광주,(주)대신물산_나노,나노지구
2787,광주,(주)대화정공,나노지구
2788,광주,(주)덕암,나노지구
2789,광주,(주)덕우기계,나노지구
2790,광주,(주)데스코,나노지구
2791,광주,(주)동원메디칼,나노지구
2792,광주,(주)디나텍,나노지구
2793,광주,(주)라도,나노지구
2794,광주,(주)라바기업,나노지구
2795,광주,(주)명품,나노지구
2796,광주,(주)미래에스앤씨,나노지구
2797,광주,(주)바우만테크,나노지구
2798,광주,(주)반석산업,나노지구
2799,광주,(주)백터네이트코리아,나노지구
2800,광주,(주)벤텍프런티어,나노지구
2801,광주,(주)비엔비테크,나노지구
2802,광주,(주)비엘시스템,나노지구
2803,광주,(주)비엠티코리아,나노지구
2804,광주,(주)사람과창,나노지구
2805,광주,(주)산정엔지니어링,나노지구
2806,광주,(주)삼원산업,나노지구
2807,광주,(주)삼인이엔지,나노지구
2808,광주,(주)삼인이엔지,나노지구
2809,광주,(주)삼현,나노지구
2810,광주,(주)새벽,나노지구
2811,광주,(주)섬섬바이오,나노지구
2812,광주,(주)성도테크,나노지구
2813,광주,(주)성동테크,나노지구
2814,광주,(주)성하스틸,나노지구
2815,광주,(주)세림전자,나노지구
2816,광주,(주)스마트,나노지구
2817,광주,(주)스타텍,나노지구
2818,광주,(주)승화하이테크,나노지구
2819,광주,(주)시그너스파워,나노지구
2820,광주,(주)시지바이오,나노지구
2821,광주,(주)시지산업,나노지구
2822,광주,(주)시지아이,나노지구
2823,광주,(주)시지종합건설,나노지구
2824,광주,(주)시지테크,나노지구
2825,광주,(주)신광,나노지구
2826,광주,(주)신영이노텍,나노지구
2827,광주,(주)신용아이엔씨,나노지구
2828,광주,(주)심비스타,나노지구
2829,광주,(주)씽크그라프트,나노지구
2830,광주,(주)아이비에스에프에이,나노지구
2831,광주,(주)알에이치티_나노바이오연구원,나노지구
