구분,기업명,사업자등록번호,등록연도,현행특구,강소특구여부
513, ㈜브이에이엠,614-88-01752,2021,강소(창원),강소
514, ㈜로보틱박스,781-88-01784,2021,강소(창원),강소
515,㈜디엔에이모티브,581-81-01638,2021,강소(군산),강소
516, ㈜한국에너지데이터,601-87-02175,2021,강소(나주),강소
517,단디큐어㈜,787-81-02079,2021,강소(청주),강소
518,㈜랩인큐브,461-87-01812,2021,강소(청주),강소
519,㈜셀렉스,326-86-02199,2021,강소(청주),강소
520,㈜엠엠아이티,882-88-01980,2021,강소(천안아산),강소
521,㈜아트센서,377-81-01984,2021,강소(천안아산),강소
522,럼버원랩스㈜,150-86-02097,2021,대덕,
523,㈜에코샤인,810-87-01955,2021,대덕,
524,㈜에핏,237-86-02074,2021,대덕,
525,㈜인투와이즈,271-88-01986,2021,대덕,
526,㈜더데움,266-81-02169,2021,전북,
527,㈜케이셀,191-88-00361,2021,전북,
528,㈜모스터일렉,476-86-01248,2021,전북,
529,(유)씨앤투영,733-86-00332,2021,전북,
530,㈜덕진신소재,563-88-02069,2021,전북,
531,㈜밥스씨앤아이,480-88-02099,2021,전북,
532,㈜이온바이오,775-86-01000,2021,전북,
533,㈜어썸피플,479-81-02071,2021,전북,
534,㈜전주문,288-86-01355,2021,전북,
535,㈜에코탄소,482-87-01667,2021,전북,
536,㈜메디텍디앤디,372-86-02232,2021,대구,
537,㈜이스트바이오,580-86-02172,2021,대구,
538,㈜얼리고,508-88-01893,2021,대구,
539,㈜지에이치랩,605-86-36215,2021,강소(김해),강소
540,㈜엔스퀘어,621-88-01459,2021,강소(진주),강소
541,㈜크라이오텍,574-88-02069,2021,부산,
542,㈜헬스텍,149-81-02068,2021,강소(천안아산),강소
543,㈜에이엔비,768-81-02364,2021,대덕,
544,아이알스펙트라㈜,366-81-02149,2021,대덕,
545,㈜네오에너지커넥터,266-81-02441,2021,대덕,
546,㈜휘게로,889-86-01987,2021,강소(진주),강소
547,㈜대한소재,424-86-02038,2021,강소(진주),강소
548,㈜아이팜,444-87-02475,2021,강소(구미),강소
549,㈜닐사이언스,740-86-01775,2021,강소(나주),강소
550,두이엔지㈜,640-87-01832,2021,강소(군산),강소
551,㈜올드브릭스테이션,131-87-02152,2021,강소(군산),강소
552,㈜이쓰리,133-81-45456,2021,강소(군산),강소
553,㈜지에스동우,378-87-01918,2021,강소(군산),강소
554,㈜리리,510-88-02236,2021,강소(울주),강소
555,㈜제이랩스,353-87-02131,2021,대구,
556,㈜세명시스템,377-88-01829,2021,대구,
557,㈜네오켄바이오,199-81-02331,2021,강소(홍릉),강소
558,㈜크리모,128-88-00892,2021,강소(홍릉),강소
559,㈜지에이치팜,890-86-00542,2021,강소(홍릉),강소
560,㈜엔도로보틱스,878-81-01250,2021,강소(홍릉),강소
561,㈜씨엔피솔루션즈,379-86-00837,2021,강소(홍릉),강소
562,케이스템바이오㈜,611-88-02145,2021,강소(진주),강소
563,㈜한국해양엘앤지기술,408-88-01875,2021,부산,
564,㈜센다코리아,586-88-01215,2021,부산,
565,테스원㈜,577-87-02042,2021,부산,
566,㈜알엔에이팜,324-81-02335,2021,대덕,
567,㈜굿터치,175-86-02188,2021,강소(울주),강소
568,㈜파솔신소재,160-86-02191,2021,강소(포항),강소
569,㈜트리오엘,734-88-02109,2021,광주,
570,㈜나눔바이오,245-88-01686,2021,광주,
571,㈜인터로드,259-87-01640,2021,대구,
572,㈜이에프생활과학연구소,449-87-02349,2021,대구,
573,㈜실크로,402-81-99367,2021,전북,
574,㈜더함바이오,830-81-01923,2021,전북,
575,㈜풀네트웍스,381-87-02475,2021,강소(춘천),강소
576,㈜리클레어,867-86-02346,2021,대구,
577,㈜와이유네트웍스,612-81-54633,2021,대구,
578,㈜에이치디이,455-88-02375,2021,대구,
579,㈜펀테이블,404-86-02408,2021,강소(구미),강소
580,㈜선진이엔텍,899-81-02300,2021,부산,
581,㈜헤븐바이오,512-81-25823,2021,강소(청주),강소
582,㈜이코모스,851-81-00014,2021,강소(안산),강소
583,㈜연,121-86-42000,2021,강소(안산),강소
584,㈜엑스모빌리티,414-81-08156,2021,강소(천안아산),강소
585,티와이테크㈜,563-87-02121,2021,강소(천안아산),강소
586,㈜진이어스,170-87-01099,2021,강소(천안아산),강소
587,㈜큐어버스,318-87-02481,2021,강소(홍릉),강소
588,에이엔엠㈜,303-86-02051,2021,강소(진주),강소
589,㈜에코프랜들리,495-87-02376,2021,광주,
590,㈜디엑스솔루션즈,555-87-01892,2021,강소(창원),강소
591,㈜제이스퀘어,557-86-02172,2021,강소(창원),강소
592,㈜뉴트리쎌,571-81-02343,2021,전북,
593,㈜닥터케이헬스케어,713-81-02307,2021,광주,
594,㈜린케어,145-86-02421,2021,강소(안산),강소
595,사이언스세이프티㈜,454-81-02558,2021,강소(청주),강소
596,㈜소울머티리얼,452-81-02469,2021,대구,
597,㈜아이카스,623-81-02547,2021,대구,
598,㈜라베니아,883-86-02445,2021,대구,
599,㈜파킹고,372-81-01179,2021,대덕,
600,㈜쉐어박스,434-86-00212,2021,대덕,
601,㈜오빌바이오,554-87-02108,2021,대덕,
602,㈜이스타드,370-88-01527,2021,대덕,
603,㈜오토웰즈,462-88-01791,2021,광주,
604,㈜서브뮬레드,536-81-02016,2021,광주,
605,에스에이치앤㈜,569-81-02471,2021,광주,
606,케이엠유키즈파크개발㈜,279-86-01856,2021,광주,
607,㈜인스팜텍,115-86-02361,2021,강소(춘천),강소
608,㈜누크랩,167-81-02519,2021,광주,
609,㈜싸이오,361-88-01576,2021,강소(포항),강소
610,㈜지엔씨솔루션,842-87-00972,2021,강소(포항),강소
611,㈜비루트랩,419-88-01614,2021,부산,
612,㈜인투스,340-87-02343,2021,강소(포항),강소
613,한국탄소농업연구소㈜,746-86-02068,2021,강소(진주),강소
614,㈜제이엔이웍스,802-88-01359,2021,강소(창원),강소
615,아이문헬스케어㈜,278-81-02099,2021,부산,
616,㈜인바이즈,695-86-02474,2021,부산,
617,㈜에코미네랄,649-88-02140,2021,부산,
618,농업회사법인㈜다우팜,836-86-02361,2021,부산,
619,㈜에코볼타,646-87-02329,2021,부산,
620,코미드㈜,458-88-02506,2021,부산,
621,대현솔루션㈜,686-86-02219,2021,강소(울주),강소
622,㈜비피시스템,454-88-02163,2021,강소(나주),강소
623,㈜에이엠,372-81-02237,2021,강소(울주),강소
624,㈜마켓오브메테리얼,435-86-01645,2021,강소(울주),강소
625,㈜엘에스씨,842-81-02473,2021,강소(구미),강소
626,㈜와이에이치엘랩,830-81-02107,2021,강소(구미),강소
627,㈜아이심케어,478-81-02189,2021,강소(구미),강소
628,㈜에스크랩스,560-81-02187,2021,대덕,
629,㈜살루스마린시스템즈,140-86-02125,2021,대덕,
630,길재소프트㈜,802-86-00017,2021,대덕,
631,㈜에니바이오,382-87-02046,2021,대덕,
632,㈜케이알에너지솔루션,829-87-02211,2021,대덕,
633,인스젠㈜,278-86-02129,2021,대덕,
634,㈜네이처사이언스,384-86-02517,2022,강소(홍릉),강소
635,㈜옵티플,115-88-02327,2022,대덕,
636,에스엔피랩㈜,629-86-02370,2022,강소(청주),강소
637,㈜이상기술,144-86-01676,2022,강소(청주),강소
638,㈜더블유피,784-81-02217,2022,강소(천안아산),강소
639,㈜메디엔진,668-86-02074,2022,강소(홍릉),강소
640,㈜레디큐어,767-87-02024,2022,강소(홍릉),강소
641,㈜엔프로,698-88-02157,2022,강소(홍릉),강소
642,㈜지오니어,624-86-02579,2022,강소(청주),강소
643,㈜케이에스씨,334-81-01099,2022,강소(청주),강소
644,㈜제이티엠씨앤에이치,317-81-49216,2022,강소(김해),강소
645,㈜브이알팩토리,748-88-02317,2022,강소(울주),강소
646,㈜코끼리랩, 543-86-02213,2022,강소(울주),강소
647,㈜포로어스,489-81-02350,2022,부산,
648,㈜인터퓨즈,631-81-02645,2022,부산,
649,㈜글로브웨이브,741-87-02551,2022,부산,
650,㈜리벌스팩토리,798-88-01652,2022,부산,
651,㈜애드아임,248-87-02300,2022,전북,
652,(유)다올위즈,510-88-02328,2022,전북,
653,㈜케이제이테크,117-86-02071,2022,전북,
654,㈜케이바이오,666-86-01875,2022,전북,
655,㈜플랫폼앤,133-86-02563,2022,대덕,
656,㈜요기핀,356-88-01860,2022,대덕,
657,㈜레이저앤그래핀,609-86-27173,2022,대덕,
658,㈜광바이오,529-81-02357,2022,대덕,
659,지니에듀테크㈜,528-88-00923,2022,부산,
660,바론코리아㈜,530-81-00908,2022,강소(울주),강소
661,㈜투비디티엑스,139-87-02160,2022,강소(홍릉),강소
662,㈜알트메디칼,208-81-30989,2022,강소(홍릉),강소
663,㈜옵트에이아이,194-87-02191,2022,강소(청주),강소
664,㈜글로잇,143-86-02158,2022,강소(안산),강소
665,㈜에어크린,650-86-02108,2022,강소(안산),강소
666,㈜씨티비젼,618-88-02355,2022,강소(천안아산),강소
667,㈜더블스퀘어,342-81-02430,2022,강소(천안아산),강소
668,㈜만곡,410-87-04636,2022,광주,
669,에이아이시스㈜,210-81-80181,2022,강소(인천),강소
670,㈜아이콘랩,281-86-02353,2022,대구,
671,㈜에이치디알앤비디,845-88-02388,2022,대구,
672,㈜알피지랩,498-81-02505,2022,대덕,
673,㈜맥텍,208-86-01887,2022,대덕,
674,㈜씨앤캠,871-86-02350,2022,대덕,
675,㈜주영오토모티브,755-81-02320,2022,강소(군산),강소
676,㈜엠이티,131-87-02415,2022,강소(구미),강소
677,㈜하이체인,655-81-02452,2022,강소(군산),강소
678,㈜원메이드,768-87-02177,2022,강소(울주),강소
679,㈜디지케어,546-87-01957,2022,강소(김해),강소
680,㈜스카이메디텍,290-81-02411,2022,강소(김해),강소
681,코리아모빌리티㈜,428-88-01321,2022,강소(김해),강소
682,㈜라온솔루션,248-86-02434,2022,강소(진주),강소
683,㈜플러스,561-87-01994,2022,강소(진주),강소
684,㈜디자인인텔리전스랩,478-88-02077,2022,강소(포항),강소
685,㈜대디푸드,826-88-00263,2022,강소(구미),강소
686,(유)오엔엠코리아, 203-86-01709,2022,전북,
687,㈜디지털케어,440-88-02223,2022,전북,
688,㈜로컬메타,826-88-02257,2022,전북,
689,㈜다이나믹인더스트리,279-87-02022,2022,전북,
690,㈜바이오빌리지,154-86-02352,2022,전북,
691,㈜엠비솔라텍,195-81-02493,2022,강소(천안아산),강소
692,㈜한맥에너지솔루션,643-88-02313,2022,강소(천안아산),강소
693,㈜아이씨유테크,563-87-01549,2022,강소(천안아산),강소
694,㈜에이로봇,854-88-00929,2022,강소(안산),강소
695,㈜에스비에너지,748-88-02471,2022,강소(안산),강소
696,㈜스태커스,425-88-02035,2022,강소(안산),강소
697,㈜대원오토메드,607-86-21213,2022,강소(구미),강소
698,㈜지에이치에스,630-81-02604,2022,강소(구미),강소
699,㈜아이엠에르텍,796-88-02131,2022,강소(창원),강소
700,㈜휴엠,603-88-01131,2022,대덕,
701,㈜씨엠피,597-87-02139,2022,대덕,
702,㈜티클기술,269-81-02265,2022,전북,
703,㈜와이팩토리,266-81-02932,2022,전북,
704,㈜메타페르소나랩,637-87-02397,2022,전북,
705,㈜포인트버스,284-86-02478,2022,전북,
706,㈜헥스타일,685-88-02113,2022,전북,
707,㈜식중독실험기자재개발연구소,853-88-02337,2022,전북,
708,커서스바이오㈜,181-81-02382,2022,전북,
709,㈜티인테크놀로지,808-88-02337,2022,전북,
710,㈜클린원시스템,655-88-02316,2022,대덕,
711,㈜에이아이젬,367-81-02574,2022,광주,
712,㈜메타브레인,886-86-02672,2022,광주,
713,㈜티앤씨홀딩스,666-87-02546,2022,대덕,
714,로이다㈜,881-81-02444,2022,대덕,
715,㈜펫온코케어,833-87-02165,2022,대덕,
716,㈜그린방사선,323-87-02334,2022,대덕,
717,㈜트윈위즈,624-87-02241,2022,강소(창원),강소
718,㈜웰니스,219-86-02644,2022,강소(구미),강소
719,케이디바이오㈜,492-87-02168,2022,강소(홍릉),강소
720,㈜바이옴에이츠,857-87-02647,2022,강소(홍릉),강소
721,㈜미래융합기술연구소,733-88-01937,2022,강소(나주),강소
722,㈜제이메디진,158-87-02803,2022,대덕,
723,㈜위코미,753-88-02551,2022,대덕,
724,㈜베누펫,424-87-02689,2022,대덕,
725,㈜환경과에너지,235-87-02696,2022,대덕,
726,㈜가이온,204-86-02491,2022,대덕,
727,㈜블루타일랩,464-87-00302,2022,대덕,
728,㈜에이이에스텍,503-87-02551,2022,대덕,
729,㈜코에볼루션,818-87-02564,2022,강소(김해),강소
730,㈜나인플러스,779-86-02433,2022,강소(김해),강소
731,㈜이지스에이엠,781-81-02407,2022,강소(구미),강소
732,㈜유알아이,882-81-02277,2022,강소(구미),강소
733,㈜골든크로우,450-87-02354,2022,강소(구미),강소
734,㈜에스앤이솔루션스,627-86-02559,2022,강소(구미),강소
735,㈜위드인넷,639-87-01545,2022,강소(울주),강소
736,㈜디케이머트리얼즈,893-86-01517,2022,강소(울주),강소
737,㈜브이에프엑스코리아,363-86-02709,2022,강소(울주),강소
738,㈜센서위드유,794-87-01255,2022,강소(울주),강소
739,㈜에코모션,571-88-02172,2022,강소(나주),강소
740,렉스이노베이션㈜,142-81-86179,2022,강소(나주),강소
741,㈜에어테르,577-87-02533,2022,대덕,
742,㈜더인텍트,373-81-02507,2022,광주,
743,㈜에스에이치알엔디,183-81-02127,2022,광주,
744,㈜허브콘,375-87-01485,2022,강소(천안아산),강소
745,㈜마인즈텍,899-86-01529,2022,강소(홍릉),강소
746,㈜퓨어켐,535-81-02691,2022,강소(춘천),강소
747,㈜선진제약,646-86-02598,2022,강소(홍릉),강소
748,㈜메손플러스,289-81-02522,2022,부산,
749,㈜엘바이오,388-88-02186,2022,부산,
750,㈜디엔씨,665-86-02513,2022,대구,
751,농업회사법인㈜케이빈스,677-88-02164,2022,대구,
752,㈜민경,432-88-02668,2022,대구,
753,㈜에이씨이,158-86-01262,2022,대구,
754,㈜엠지아이포밍랩,877-81-02940,2022,강소(울주),강소
755,맥시멈코퍼레이션㈜,407-88-01246,2022,강소(진주),강소
756,㈜라제스트,460-81-02591,2022,강소(구미),강소
757,㈜아이제스트,347-81-00378,2022,강소(포항),강소
758,㈜케이씨엠씨,101-88-01294,2022,강소(춘천),강소
759,㈜제로투원비즈,778-86-02046,2022,강소(춘천),강소
760,㈜퓨처에프바이오텍,375-87-02349,2022,강소(춘천),강소
761,㈜엔비아이티,776-81-01288,2022,강소(춘천),강소
762,㈜온코인,387-87-02624,2022,강소(춘천),강소
763,㈜알비에이치앤비,879-81-02500,2022,강소(인천),강소
764,㈜에이큐에이,452-81-02474,2022,강소(인천),강소
765,㈜바이오모션,226-86-02716,2022,강소(인천),강소
766,㈜마이크로젠타스,308-87-02034,2022,강소(홍릉),강소
767,㈜락토마이스터,817-87-02367,2022,광주,
768,㈜프롬,462-86-01458,2022,광주,
769,㈜솔리드앤이에스,439-86-02587,2022,대덕,
770,㈜와이케이신터링,132-87-01888,2022,대덕,
771,㈜파이온시스템즈,529-88-00493,2022,대덕,
772,㈜조은꿈,513-88-02313,2022,대덕,
773,㈜한다랩,308-86-02449,2022,대덕,
774,㈜에딘트,462-81-02559,2022,대덕,
775,㈜리빗투미,159-88-02588,2022,전북,
776,㈜유니온테크,255-87-01425,2022,전북,
777,㈜티엠시비앤티,338-81-02732,2022,전북,
778,씨셀㈜,685-81-02491,2022,부산,
779,에이치비테크㈜,745-81-01284,2022,부산,
780,㈜커즈앤나블라,208-87-02845,2022,부산,
781,㈜인우랩,401-86-02715,2022,부산,
782,㈜스포츠인,127-88-02922,2022,부산,
783,㈜미래시스템즈,362-87-02789,2022,부산,
784,㈜바이오폴,391-81-02733,2022,부산,
785,㈜은재팜,886-86-02857,2022,부산,
786,㈜공간이음,246-86-02909,2022,부산,
787,㈜원,821-81-02952,2022,부산,
788,지아이앤㈜,571-86-02673,2022,부산,
789,㈜에스비알앤티,558-86-02796,2022,부산,
790,㈜크레드원,567-88-02533,2022,부산,
791,㈜로운포터블,179-81-02846,2022,부산,
792,㈜에스디테크놀러지,876-86-02485,2022,광주,
793,㈜서린비앤에이치,277-86-02714,2022,광주,
794,㈜세주아이씨티,407-88-01135,2022,광주,
795,㈜그린코어,783-88-02606,2022,부산,
796,㈜사일리움바이오사이언스,363-88-02455,2022,대구,
797,㈜비엠에스테크,414-86-02953,2022,대구,
798,㈜에바랩코리아,517-86-02586,2022,대구,
799,㈜바른식품연구소,576-81-02620,2022,대구,
800,㈜엔씨바이오사이언스,846-86-02975,2022,대구,
801,㈜키바이오,308-81-45652,2022,대구,
802,㈜티아그로즈,862-88-02078,2022,대구,
803,㈜자이엔,716-87-02410,2022,대구,
804,㈜제이앤아이코퍼레이션,318-87-02711,2022,강소(김해),강소
805,㈜한국모빌리티솔루션,806-81-02900,2022,강소(진주),강소
806,㈜브레인헬스랩,561-81-02593,2022,강소(진주),강소
807,㈜한국금형기술,872-86-02687,2022,강소(진주),강소
808,㈜퍼스트랩,140-88-02584,2022,대덕,
809,㈜에이치투시스템스,828-87-02182,2022,대덕,
810,㈜에이아이시스템즈,675-88-00398,2022,대덕,
811,㈜무브투,439-86-02307,2022,대덕,
812,㈜지에스에스,286-88-02615,2022,대덕,
813,㈜테라룩스,269-88-02508,2022,대덕,
814,㈜츄앤슈,268-87-01867,2022,대덕,
815,㈜케이모터스,807-88-01446,2022,강소(포항),강소
816,㈜엠에스테크놀로지,383-86-02611,2022,강소(포항),강소
817,㈜에스에프로보틱스,467-81-02573,2022,강소(포항),강소
818,㈜그린코어,105-88-17691,2022,강소(나주),강소
819,㈜제이엠엘이디,430-87-01195,2022,강소(나주),강소
820,㈜아이오티플러스,390-88-01841,2022,강소(나주),강소
821,㈜아이로드,184-86-02974,2022,강소(나주),강소
822,㈜쉘피아,443-87-02429,2022,강소(인천),강소
823,㈜창림,210-81-77556,2022,강소(창원),강소
824,㈜에스티피솔루션,439-86-01953,2022,강소(인천),강소
825,㈜스마트세이프티랩,784-86-02755,2022,강소(인천),강소
826,㈜케이컨스,682-88-02623,2022,강소(인천),강소
827,㈜광명이엔지,138-81-50783,2022,강소(군산),강소
828,㈜에스에스월드,535-88-01857,2022,강소(군산),강소
829,㈜케이에스씨,217-81-50086,2022,강소(군산),강소
830,㈜골다공인공지능,571-88-02546,2022,강소(홍릉),강소
831,유한회사 케이에듀,545-87-01328,2022,강소(군산),강소
832,㈜유엔에스바이오,793-88-02734,2022,강소(인천),강소
833,㈜에어트러스트,160-87-02131,2022,강소(안산),강소
834,케이유융합소프트웨어연구센터㈜,326-87-02032,2022,강소(홍릉),강소
835,㈜아미스트,286-88-02497,2023,부산,
836,㈜스마트체인,421-86-02572,2023,부산,
837,㈜그린은하수,560-86-01621,2023,강소(인천),강소
838,㈜에브리랩,336-88-02680,2023,대덕,
839,㈜바디웰,673-87-02317,2023,강소(청주),강소
840,㈜아쿠아랩,174-81-02711,2023,부산,
841,㈜엔에스알,219-87-02845,2023,부산,
842,㈜코어무브먼트,459-88-00495,2023,부산,
843,케이엘모션㈜,754-81-02410,2023,강소(창원),강소
844,에이지로보틱스㈜,151-86-01640,2023,강소(창원),강소
845,유에이티㈜,127-86-62760,2023,강소(창원),강소
846,㈜네오퍼스,261-81-28709,2023,강소(포항),강소
847,㈜시그마포토닉스,723-87-00628,2023,강소(포항),강소
848,케이아이바이오㈜,272-86-02631,2023,강소(김해),강소
849,포인드㈜,334-87-00694,2023,강소(구미),강소
850,㈜테크체인랩스,107-88-43967,2023,대덕,
851,㈜비즈에이앤씨,731-87-01706,2023,대덕,
852,㈜에스플러스텍,281-87-02670,2023,대덕,
853,㈜슈거아트,383-86-02590,2023,대덕,
854,㈜라파메디랩,102-88-02355,2023,전북,
855,씨앤알코스메틱스㈜,579-87-02107,2023,전북,
856,㈜다카포,403-87-02663,2023,전북,
857,㈜키움,332-87-02740,2023,전북,
858,㈜해븐코리아,318-86-01433,2023,전북,
859,드림드림㈜,354-88-02655,2023,전북,
860,㈜와이슈퍼브,296-86-01507,2023,전북,
861,㈜아이엔비솔루션즈,217-81-39591,2023,전북,
862,㈜오리엔탈테크,275-87-02433,2023,부산,
863,㈜케이솔루션,257-87-02416,2023,부산,
864,㈜패션테리어제이에스,568-86-02245,2023,강소(군산),강소
865,㈜세림씨앤에스,283-88-02765,2023,강소(군산),강소
866,트리원㈜,567-86-03237,2023,강소(군산),강소
867,비티에너지㈜,179-81-01925,2023,강소(춘천),강소
868,㈜알엠사이언스,224-86-02078,2023,강소(춘천),강소
869,㈜소노럭스헬스테크,879-81-02820,2023,강소(안산),강소
870,픽클래스㈜,816-81-02737,2023,강소(구미),강소
871,㈜솔위드,294-88-02751,2023,강소(구미),강소
872,㈜엘앤에이치랩스,814-86-02018,2023,광주,
873,㈜포스있지,876-86-02544,2023,광주,
874,㈜피엔제이첨단소재,307-86-02859,2023,광주,
875,㈜아반트릭스,680-88-02234,2023,대덕,
876,㈜지오에이치텍,838-88-02658,2023,대덕,
877,㈜메타뱅크,755-86-02418,2023,대덕,
878,북스타트교육㈜,201-87-01374,2023,대덕,
879,㈜웨이투씨,459-86-02975,2023,대덕,
880,㈜디팜스,875-88-01944,2023,대덕,
881,㈜하이퍼스페이스,159-87-02714,2023,대덕,
882,㈜디큐어스,252-81-02971,2023,강소(천안아산),강소
883,㈜비전알앤디,398-87-02513,2023,강소(천안아산),강소
884,㈜브이에스엘,881-88-02666,2023,강소(천안아산),강소
885,㈜비트로닉,770-86-02606,2023,강소(천안아산),강소
886,㈜엠에스지솔루션,439-87-02264,2023,강소(청주),강소
887,㈜르호봇알브이엠,562-87-02735,2023,강소(인천),강소
888,㈜비페코,520-88-01796,2023,강소(홍릉),강소
889,지알디씨㈜,659-81-02153,2023,대구,
890,와이에스뷰티테크㈜,317-86-02666,2023,대구,
891,웰팬슈츠㈜,453-81-02929,2023,대구,
892,㈜와이디아이슬,525-86-02286,2023,대구,
893,㈜메타그라운드,158-87-03044,2023,대구,
894,㈜나고에프앤비,397-88-02609,2023,대구,
895,㈜크레드,528-88-02450,2023,전북,
896,㈜제이솔루션,829-87-01361,2023,전북,
897,㈜바이오램프,676-81-00408,2023,전북,
898,㈜바이오메이신,863-87-01890,2023,전북,
899,㈜미라클랩,403-81-85527,2023,전북,
900,㈜섬섬바이오,727-88-02101,2023,광주,
901,㈜에이아이시드,210-87-02514,2023,광주,
902,㈜웨이투메이크,547-88-01073,2023,전북,
903,㈜라온연구소,585-87-02475,2023,전북,
904,㈜주만금,464-86-01871,2023,전북,
905,㈜누리팜,188-81-02985,2023,전북,
906,㈜핀바움,709-81-02837,2023,전북,
907,제이피하이드로바이오㈜,479-87-02767,2023,전북,
908,인네이처㈜,262-86-01372,2023,대덕,
909,㈜에스티에이치,163-87-02902,2023,대덕,
910,㈜더블오,171-86-02420,2023,부산,
911,㈜킴스테크,454-81-02316,2023,부산,
912,㈜케이디에스,418-81-56494,2023,부산,
913,㈜베이브,880-81-02460,2023,강소(울주),강소
914,㈜아이미츠,814-87-01976,2023,강소(울주),강소
915,㈜씨엔엔테크,164-88-02464,2023,강소(울주),강소
916,미래시스템㈜,168-81-03054,2023,강소(진주),강소
917,㈜에스디에어로,801-81-02792,2023,강소(진주),강소
918,㈜코마이크로시스템즈,611-87-02319,2023,강소(진주),강소
919,㈜앤썸바이오,348-81-02952,2023,강소(진주),강소
920,로아블랑㈜,452-88-02885,2023,강소(진주),강소
921,㈜하바랩,434-88-02500,2023,강소(포항),강소
922,㈜메타하트,725-86-02585,2023,강소(구미),강소
923,㈜엔에스랩,789-81-02662,2023,강소(구미),강소
924,㈜메타투피플,133-81-46061,2023,대덕,
925,㈜에피시스,741-86-03117,2023,대덕,
926,㈜제노,812-88-02786,2023,강소(인천),강소
927,㈜소나버스,697-87-02555,2023,강소(춘천),강소
928,㈜프리베노스바이오,219-81-30640,2023,강소(춘천),강소
929,㈜쏠엔비,550-87-02426,2023,강소(춘천),강소
930,㈜메카노코리아,653-81-02529,2023,강소(춘천),강소
931,㈜메타디티엑스,650-87-02667,2023,강소(홍릉),강소
932,㈜포피랩,383-87-02433,2023,강소(홍릉),강소
933,㈜산들에코,329-86-01879,2023,강소(천안아산),강소
934,㈜에이다스랩,510-86-02800,2023,광주,
935,㈜이글이비전,284-86-03026,2023,광주,
936,㈜퓨처리스텍,175-87-02394,2023,강소(인천),강소
937,㈜메인,849-88-02584,2023,강소(춘천),강소
938,㈜커넥티드인,857-87-02725,2023,강소(춘천),강소
939,㈜웰바이오,572-86-02579,2023,강소(춘천),강소
940,㈜하니버스,154-81-03017,2023,강소(춘천),강소
941,㈜파라바이오,731-88-02814,2023,강소(춘천),강소
942,㈜경기코퍼레이션,633-81-01491,2023,강소(인천),강소
943,팜라이트㈜,366-88-02100,2023,강소(인천),강소
944,다인테크연구소㈜,880-81-02761,2023,대구,
945,트리피컬연구소㈜,163-81-03059,2023,대구,
946,㈜디온알앤디,819-81-01396,2023,대구,
947,㈜에이티삼일바이오,441-87-02665,2023,대구,
948,㈜메타헬스랩,734-86-03268,2023,광주,
949,㈜바이오콜텍,687-88-02782,2023,광주,
950,㈜네스트밸런스,896-86-02795,2023,광주,
951,삼양씨푸드㈜,603-81-54833,2023,부산,
952,알에프페이즈메이커㈜,896-86-02586,2023,강소(안산),강소
953,㈜안단테에프엠,177-87-02745,2023,강소(홍릉),강소
954,㈜인벤션라인,867-87-02120,2023,강소(인천),강소
955,㈜솔라네트워크,825-88-02803,2023,강소(인천),강소
956,㈜미타운,612-81-55480,2023,강소(안산),강소
957,㈜슈마,762-87-02956,2023,강소(춘천),강소
958,㈜코라스로보틱스,118-81-24001,2023,강소(홍릉),강소
959,㈜라씨,459-86-02562,2023,강소(구미),강소
960,㈜동평기술,887-81-00876,2023,강소(구미),강소
961,㈜금철이노베이션,817-88-02573,2023,강소(나주),강소
962,㈜파워임베디드,383-87-02544,2023,강소(나주),강소
963,㈜아크로멧,183-81-03179,2023,강소(창원),강소
964,㈜한국전기그린랩스,449-87-01845,2023,강소(창원),강소
965,㈜이피에스,274-87-02648,2023,부산,
966,㈜로아,415-88-02630,2023,부산,
967,㈜넥솔머트리얼즈,630-81-03001,2023,대덕,
968,㈜유니아이,269-87-01967,2023,대덕,
969,㈜팀바이오,547-88-02427,2023,대덕,
970,㈜커넥트브릭,450-86-02018,2023,대덕,
971,싸이프레노바이오로직스㈜,679-81-02797,2023,강소(포항),강소
972,㈜아담스컨설턴트,217-86-02838,2023,강소(구미),강소
973,㈜캠프티,655-87-02793,2023,강소(김해),강소
974,㈜비앤비솔루션,810-81-02608,2023,강소(김해),강소
975,㈜배터밸류,388-81-02912,2023,광주,
976,㈜대현알앤지,897-88-02943,2023,광주,
977,㈜디지털랩스,787-87-02751,2023,광주,
978,㈜블루플래닛,316-87-03048,2023,강소(인천),강소
979,㈜에코스루,451-86-03169,2023,강소(인천),강소
980,㈜펫테크,801-81-03054,2023,강소(인천),강소
981,㈜케이원바이오,147-87-02308,2023,강소(안산),강소
982,㈜편백숲에서,251-81-01440,2023,강소(안산),강소
983,㈜드림어스,851-88-03058,2023,강소(군산),강소
984,㈜넥스젠ES,535-81-03104,2023,강소(군산),강소
985,㈜잇피,142-87-02657,2023,강소(홍릉),강소
986,㈜에이브노틱스,679-81-02934,2023,대덕,
987,㈜롱우드,759-81-03054,2023,대덕,
988,㈜정도에코솔루션,316-88-02861,2023,대덕,
989,㈜패피롱글로벌,614-87-02749,2023,대덕,
990,에이지솔루션즈㈜,104-88-02593,2023,대덕,
991,㈜아신홀딩스,439-87-02978,2023,부산,
992,㈜지아이랩,765-87-02839,2023,부산,
993,㈜그로스,537-87-02928,2023,부산,
994,㈜컴퍼지트솔루션즈,327-87-02995,2023,부산,
995,㈜투알테크,853-81-02814,2023,부산,
